                        loadavg              maxcpu                 cpu              iowait            memtotal             memused           swaptotal            swapused           roottotal            rootused               netin              netout

1651851000: 9,4787222222e-01 3,2000000000e+01 1,6135089991e-02 3,4362492568e-07 6,7502886912e+10 1,7229653493e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856956068e+11 4,3596116667e+03 8,4877222222e+01
1651852800: 6,7483333333e-01 3,2000000000e+01 1,5751959480e-02 6,8842688398e-07 6,7502886912e+10 1,7227737543e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856951080e+11 1,2833333333e+00 9,9222222222e-01
1651854600: 7,7738888889e-01 3,2000000000e+01 1,6128659666e-02 5,1626229106e-07 6,7502886912e+10 1,7228363958e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856959495e+11 1,6364444444e+01 5,7727777778e+00
1651856400: 9,2206666667e-01 3,2000000000e+01 1,6404124270e-02 3,4387483961e-07 6,7502886912e+10 1,7224002021e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856953938e+11 9,1333333333e+00 3,2922222222e+00
1651858200: 8,1761111111e-01 3,2000000000e+01 1,6206313860e-02 3,4398661015e-07 6,7502886912e+10 1,7217823243e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856961024e+11 1,4611111111e+01 6,6444444444e+00
1651860000: 6,8393888889e-01 3,2000000000e+01 1,6099563886e-02 5,1607605783e-07 6,7502886912e+10 1,7215796431e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856954916e+11 2,4483333333e+01 8,9411111111e+00
1651861800: 6,6233333333e-01 3,2000000000e+01 1,6141845522e-02 3,4414657344e-07 6,7502886912e+10 1,7216577513e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856961663e+11 5,2568888889e+02 9,4650000000e+00
1651863600: 7,7116666667e-01 3,2000000000e+01 1,6336642697e-02 5,1571923864e-07 6,7502886912e+10 1,7214171659e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856956741e+11 1,4000000000e+00 1,1188888889e+00
1651865400: 6,7401111111e-01 3,2000000000e+01 1,5710631082e-02 3,6253859528e-07 6,7502886912e+10 1,7215810763e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856964069e+11 5,3943055556e+02 1,8578333333e+01
1651867200: 7,1970555556e-01 3,2000000000e+01 1,6486017610e-02 1,7159487137e-07 6,7502886912e+10 1,7376984917e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856958413e+11 4,3712755556e+03 8,2533166667e+02
1651869000: 8,6538888889e-01 3,2000000000e+01 1,5849586728e-02 7,0673239832e-07 6,7502886912e+10 1,7668989474e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856965530e+11 1,2333333333e+00 9,0333333333e-01
1651870800: 7,4999444444e-01 3,2000000000e+01 1,5878238910e-02 3,4399728792e-07 6,7502886912e+10 1,7668560263e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856960332e+11 7,9983111111e+02 1,0168311111e+03
1651872600: 6,8455555556e-01 3,2000000000e+01 1,6401167886e-02 5,1636373079e-07 6,7502886912e+10 1,7686193448e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856494219e+11 3,3378483333e+03 3,5061316667e+03
1651874400: 6,9203888889e-01 3,2000000000e+01 1,6117012047e-02 3,6330996245e-07 6,7502886912e+10 1,7680040573e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856506063e+11 2,5243638889e+03 3,1255994444e+03
1651876200: 7,5227777778e-01 3,2000000000e+01 1,6087227992e-02 3,8140570933e-07 6,7502886912e+10 1,7678617941e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856525419e+11 1,1222583333e+03 8,3230388889e+02
1651878000: 7,9831111111e-01 3,2000000000e+01 1,6016303957e-02 3,4481937058e-07 6,7502886912e+10 1,7690096137e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856522981e+11 9,1888666667e+02 5,7746722222e+02
1651879800: 7,2598888889e-01 3,2000000000e+01 1,6181160806e-02 3,4447719660e-07 6,7502886912e+10 1,7698081112e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856531324e+11 8,2206666667e+01 1,3913888889e+01
1651881600: 8,9783333333e-01 3,2000000000e+01 1,6212200309e-02 5,1610820173e-07 6,7502886912e+10 1,7724691502e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856530182e+11 1,8113488889e+03 2,3944794444e+03
1651883400: 7,7927777778e-01 3,2000000000e+01 1,7361867840e-02 1,0325731451e-06 6,7502886912e+10 1,7675778185e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856567956e+11 1,7890411111e+03 2,2170822222e+03
1651885200: 8,7216666667e-01 3,2000000000e+01 1,7133766594e-02 5,3410402181e-07 6,7502886912e+10 1,7646859917e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856571321e+11 4,4042550000e+03 8,1639500000e+02
1651887000: 7,7470000000e-01 3,2000000000e+01 1,6299208244e-02 3,4371534208e-07 6,7502886912e+10 1,7645390320e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856579896e+11 2,5500000000e+01 2,9999444444e+01
1651888800: 6,4341111111e-01 3,2000000000e+01 1,6559685107e-02 3,6231181992e-07 6,7502886912e+10 1,7653560743e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856573942e+11 5,5784250000e+03 7,0567222222e+01
1651890600: 7,7257222222e-01 3,2000000000e+01 1,6802243722e-02 3,4361959228e-07 6,7502886912e+10 1,7659012401e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856580512e+11 9,7105555556e+00 1,1275000000e+01
1651892400: 7,2970555556e-01 3,2000000000e+01 1,6158734698e-02 3,4405588493e-07 6,7502886912e+10 1,7655912648e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856574421e+11 2,4406666667e+01 8,9244444444e+00
1651894200: 8,0977777778e-01 3,2000000000e+01 1,6706612411e-02 3,4365678310e-07 6,7502886912e+10 1,7658027236e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856585396e+11 8,3469038889e+03 6,7090555556e+01
1651896000: 6,5805555556e-01 3,2000000000e+01 1,6485809630e-02 7,0648394224e-07 6,7502886912e+10 1,7657493588e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856600842e+11 5,0455555556e+00 2,1188888889e+00
1651897800: 7,1133333333e-01 3,2000000000e+01 1,5993313489e-02 5,1626269445e-07 6,7502886912e+10 1,7656657715e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856607692e+11 2,7025000000e+01 1,0958888889e+01
1651899600: 7,2041666667e-01 3,2000000000e+01 1,5564267240e-02 3,4445581182e-07 6,7502886912e+10 1,7657977735e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856602403e+11 1,6530000000e+01 5,9850000000e+00
1651901400: 8,4072777778e-01 3,2000000000e+01 1,5806701906e-02 3,4461078881e-07 6,7502886912e+10 1,7657367980e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856610001e+11 1,4333333333e+00 1,1033333333e+00
1651903200: 7,6327777778e-01 3,2000000000e+01 1,5945209239e-02 5,1649201339e-07 6,7502886912e+10 1,7656001149e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856604071e+11 4,8788888889e+00 1,9222222222e+00
1651905000: 8,7497222222e-01 3,2000000000e+01 1,6802066973e-02 3,4422642073e-07 6,7502886912e+10 1,7661735617e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856611355e+11 3,4408500000e+02 1,6658888889e+01
1651906800: 9,4671111111e-01 3,2000000000e+01 2,2356558208e-02 5,1618395763e-07 6,7502886912e+10 1,7666775982e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856605969e+11 1,3056666667e+01 4,4655555556e+00
1651908600: 7,8747777778e-01 3,2000000000e+01 1,5669828407e-02 3,4433840939e-07 6,7502886912e+10 1,7669235409e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856614192e+11 1,3000000000e+00 9,8000000000e-01
1651910400: 6,8524444444e-01 3,2000000000e+01 1,5565077180e-02 3,4469628163e-07 6,7502886912e+10 1,7664272960e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856608538e+11 1,3166666667e+00 1,0566666667e+00
