                        loadavg              maxcpu                 cpu              iowait            memtotal             memused           swaptotal            swapused           roottotal            rootused               netin              netout

1651912200: 7,3680000000e-01 3,2000000000e+01 1,5631465473e-02 3,4463753723e-07 6,7502886912e+10 1,7663790776e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856615096e+11 3,4884261111e+03 4,8372777778e+01
1651914000: 7,1781111111e-01 3,2000000000e+01 1,5594714046e-02 5,1662529201e-07 6,7502886912e+10 1,7663506958e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856609321e+11 1,8843433333e+03 3,8114444444e+01
1651915800: 6,8561666667e-01 3,2000000000e+01 1,5534862782e-02 1,7225994715e-07 6,7502886912e+10 1,7664301076e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856615916e+11 5,2535000000e+02 9,5238888889e+00
1651917600: 7,4164444444e-01 3,2000000000e+01 1,5610164677e-02 5,1596441464e-07 6,7502886912e+10 1,7663403295e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856609792e+11 1,4666666667e+00 1,1266666667e+00
1651919400: 6,6718888889e-01 3,2000000000e+01 1,6156499279e-02 5,3406872281e-07 6,7502886912e+10 1,7672095824e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856617319e+11 2,1686988889e+03 6,3386755556e+02
1651921200: 8,1478888889e-01 3,2000000000e+01 1,6003453854e-02 7,2437543950e-07 6,7502886912e+10 1,7726017409e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856762739e+11 1,1594389444e+03 1,3498458333e+03
1651923000: 7,3105555556e-01 3,2000000000e+01 1,6394138336e-02 3,4392810578e-07 6,7502886912e+10 1,7728890097e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856808979e+11 8,1885722222e+02 1,1580938333e+03
1651924800: 6,5479444444e-01 3,2000000000e+01 1,5639773088e-02 5,1628362818e-07 6,7502886912e+10 1,7694796038e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856809226e+11 6,2850661111e+02 8,6795888889e+02
1651926600: 8,9756666667e-01 3,2000000000e+01 1,5539038959e-02 5,1584695131e-07 6,7502886912e+10 1,7684602566e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856820409e+11 7,9423455556e+02 1,1160732222e+03
1651928400: 6,3757222222e-01 3,2000000000e+01 1,5446903435e-02 5,1554418279e-07 6,7502886912e+10 1,7714056115e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856822247e+11 9,1612383333e+02 1,2501376667e+03
1651930200: 7,5055000000e-01 3,2000000000e+01 1,7032992665e-02 3,4341929167e-07 6,7502886912e+10 1,7704199785e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856835936e+11 2,1987332778e+03 6,7050966667e+02
1651932000: 5,7210000000e-01 3,2000000000e+01 1,5571292735e-02 5,1589559022e-07 6,7502886912e+10 1,7705155730e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856832359e+11 1,1956833333e+02 1,5282155556e+02
1651933800: 1,5237111111e+00 3,2000000000e+01 4,5179703521e-02 8,4380907926e-07 6,7502886912e+10 1,7830297072e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856852145e+11 3,0204873889e+03 4,0361900556e+03
1651935600: 8,8000000000e-01 3,2000000000e+01 1,6999281476e-02 3,6131537294e-07 6,7502886912e+10 1,7735111295e+10 1,0234060800e+09 0,0000000000e+00 5,8592569754e+11 1,4856860604e+11 4,4533483333e+02 5,6913450000e+02
1651937400: -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan
